File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF872LIM	bed narrowPeak	peaks and background as input for IDR	ENCSR770IWO	ChIP-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens				CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF570ZSH, ENCFF891NAK	6375548	ENCODE Processing Pipeline	098ff0d0ac500604d6bb35c8ef775399		https://www.encodeproject.org/files/ENCFF872LIM/@@download/ENCFF872LIM.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF114FNT	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR770IWO	ChIP-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens				CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF419RSJ, ENCFF814SXM	731471	ENCODE Processing Pipeline	be22e19640250c3acb7a10215209ac9f		https://www.encodeproject.org/files/ENCFF114FNT/@@download/ENCFF114FNT.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF814SXM	bed narrowPeak	peaks and background as input for IDR	ENCSR770IWO	ChIP-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens				CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF490SNQ, ENCFF556CQT	6399073	ENCODE Processing Pipeline	6d2063004b505b0d11a94af358112411		https://www.encodeproject.org/files/ENCFF814SXM/@@download/ENCFF814SXM.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF246QUK	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR699BEK	ChIP-seq	UBERON:0007610	tibial artery	tissue	Homo sapiens				CTCF-human	DNA					False	2017-02-08	ENCODE				2							ENCFF001TDO, ENCFF258KBF	561465	ENCODE Processing Pipeline	aef6aba92976370dbdf8eb235a5fba29		https://www.encodeproject.org/files/ENCFF246QUK/@@download/ENCFF246QUK.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF258KBF	bed narrowPeak	peaks and background as input for IDR	ENCSR699BEK	ChIP-seq	UBERON:0007610	tibial artery	tissue	Homo sapiens				CTCF-human	DNA					False	2017-02-08	ENCODE				2							ENCFF550SXD, ENCFF827MXQ	6248779	ENCODE Processing Pipeline	be3428ea336cd60cd52bdc1fcff809ef		https://www.encodeproject.org/files/ENCFF258KBF/@@download/ENCFF258KBF.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF591PIT	bed narrowPeak	peaks and background as input for IDR	ENCSR699BEK	ChIP-seq	UBERON:0007610	tibial artery	tissue	Homo sapiens				CTCF-human	DNA					False	2017-02-08	ENCODE				2							ENCFF570KCI, ENCFF788IDQ	6293059	ENCODE Processing Pipeline	9266e4aa8a8da0e0471ac025872e8929		https://www.encodeproject.org/files/ENCFF591PIT/@@download/ENCFF591PIT.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF960TOX	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR699BEK	ChIP-seq	UBERON:0007610	tibial artery	tissue	Homo sapiens				CTCF-human	DNA					False	2017-02-08	ENCODE				2							ENCFF419RSJ, ENCFF591PIT	573237	ENCODE Processing Pipeline	793db42fe0db03509d00886aa740c448		https://www.encodeproject.org/files/ENCFF960TOX/@@download/ENCFF960TOX.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF987VRF	bed narrowPeak	peaks and background as input for IDR	ENCSR003SZZ	ChIP-seq	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF240WVD, ENCFF877MCP	6556307	ENCODE Processing Pipeline	675cf18322652dc745d98cbba4ba01cc		https://www.encodeproject.org/files/ENCFF987VRF/@@download/ENCFF987VRF.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF470NNW	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR003SZZ	ChIP-seq	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF001TDO, ENCFF987VRF	582606	ENCODE Processing Pipeline	23b53d174773a361d53ff9c311ab2029		https://www.encodeproject.org/files/ENCFF470NNW/@@download/ENCFF470NNW.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF934LQZ	bed narrowPeak	peaks and background as input for IDR	ENCSR003SZZ	ChIP-seq	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF335MCG, ENCFF572VZL	6493556	ENCODE Processing Pipeline	66526a5a9ceb9e9a47c2960731306949		https://www.encodeproject.org/files/ENCFF934LQZ/@@download/ENCFF934LQZ.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF350AMQ	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR003SZZ	ChIP-seq	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF419RSJ, ENCFF934LQZ	562694	ENCODE Processing Pipeline	d1404163985e5e9fda90f8a7595949fe		https://www.encodeproject.org/files/ENCFF350AMQ/@@download/ENCFF350AMQ.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF728JUW	bed narrowPeak	peaks and background as input for IDR	ENCSR225OKX	ChIP-seq	UBERON:0010414	omental fat pad	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF541AWB, ENCFF856ESK	5692158	ENCODE Processing Pipeline	2be009be9c312bb21aba7458718b3fca		https://www.encodeproject.org/files/ENCFF728JUW/@@download/ENCFF728JUW.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF517HGL	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR225OKX	ChIP-seq	UBERON:0010414	omental fat pad	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF001TDO, ENCFF728JUW	227897	ENCODE Processing Pipeline	9cd4eefff7f666ff7a3c7b4cf15d919f		https://www.encodeproject.org/files/ENCFF517HGL/@@download/ENCFF517HGL.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF217FNA	bed narrowPeak	peaks and background as input for IDR	ENCSR225OKX	ChIP-seq	UBERON:0010414	omental fat pad	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF034TFU, ENCFF575CYL	5693037	ENCODE Processing Pipeline	8c6eb9860ae6968449159696817a617e		https://www.encodeproject.org/files/ENCFF217FNA/@@download/ENCFF217FNA.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF668UDC	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR225OKX	ChIP-seq	UBERON:0010414	omental fat pad	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF217FNA, ENCFF419RSJ	222591	ENCODE Processing Pipeline	f040fa5e357289b4028a0b7cf32a08b1		https://www.encodeproject.org/files/ENCFF668UDC/@@download/ENCFF668UDC.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF927GGF	bed narrowPeak	peaks and background as input for IDR	ENCSR450FRI	ChIP-seq	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF007JEJ, ENCFF764UTK	6766708	ENCODE Processing Pipeline	ae781c3f65e4bf41cd2ee0cd17f786da		https://www.encodeproject.org/files/ENCFF927GGF/@@download/ENCFF927GGF.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF587LBC	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR450FRI	ChIP-seq	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF001TDO, ENCFF927GGF	859653	ENCODE Processing Pipeline	7449544ceaec3b1430764a81f0e71cd0		https://www.encodeproject.org/files/ENCFF587LBC/@@download/ENCFF587LBC.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF135EPC	bed narrowPeak	peaks and background as input for IDR	ENCSR450FRI	ChIP-seq	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF295YCD, ENCFF379OME	6761456	ENCODE Processing Pipeline	3ad89978f11104ccee8217d1f7942f24		https://www.encodeproject.org/files/ENCFF135EPC/@@download/ENCFF135EPC.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF505VMB	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR450FRI	ChIP-seq	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF135EPC, ENCFF419RSJ	857565	ENCODE Processing Pipeline	6384886c5c5acda143d471df57a697c7		https://www.encodeproject.org/files/ENCFF505VMB/@@download/ENCFF505VMB.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF272QJD	bed narrowPeak	peaks and background as input for IDR	ENCSR791AYW	ChIP-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens				CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF118IIC, ENCFF447ZPV	6131013	ENCODE Processing Pipeline	23d406e0affd00331f878db0423225a5		https://www.encodeproject.org/files/ENCFF272QJD/@@download/ENCFF272QJD.bed.gz	hg19			released	antibody characterized with exemption, mild to moderate bottlenecking	experiment not submitted to GEO	poor library complexity, severe bottlenecking	
ENCFF733OFW	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR791AYW	ChIP-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens				CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF001TDO, ENCFF272QJD	732076	ENCODE Processing Pipeline	4d13e526255e2e6ee002fefdc4b08ebb		https://www.encodeproject.org/files/ENCFF733OFW/@@download/ENCFF733OFW.bed.gz	hg19			released	antibody characterized with exemption, mild to moderate bottlenecking	experiment not submitted to GEO	poor library complexity, severe bottlenecking	
ENCFF196MBO	bed narrowPeak	peaks and background as input for IDR	ENCSR791AYW	ChIP-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens				CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF405SDZ, ENCFF496WKU	6100625	ENCODE Processing Pipeline	4d7ad90d6d49a50ec3cf194b559538ad		https://www.encodeproject.org/files/ENCFF196MBO/@@download/ENCFF196MBO.bed.gz	GRCh38			released	antibody characterized with exemption, mild to moderate bottlenecking	experiment not submitted to GEO	poor library complexity, severe bottlenecking	
ENCFF833YST	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR791AYW	ChIP-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens				CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF196MBO, ENCFF419RSJ	724121	ENCODE Processing Pipeline	6ca40b0a5aee0338004b4b5efe50bcea		https://www.encodeproject.org/files/ENCFF833YST/@@download/ENCFF833YST.bed.gz	GRCh38			released	antibody characterized with exemption, mild to moderate bottlenecking	experiment not submitted to GEO	poor library complexity, severe bottlenecking	
ENCFF109JXK	bed narrowPeak	peaks and background as input for IDR	ENCSR074SFL	ChIP-seq	UBERON:0004648	esophagus muscularis mucosa	tissue	Homo sapiens				CTCF-human	DNA					False	2017-03-20	ENCODE				1							ENCFF438KPT, ENCFF580MDV	6016392	ENCODE Processing Pipeline	d25413af83de49a52cf86d95f876626e		https://www.encodeproject.org/files/ENCFF109JXK/@@download/ENCFF109JXK.bed.gz	hg19			released	low read depth, moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF202BAI	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR074SFL	ChIP-seq	UBERON:0004648	esophagus muscularis mucosa	tissue	Homo sapiens				CTCF-human	DNA					False	2017-03-20	ENCODE				1							ENCFF001TDO, ENCFF109JXK	444399	ENCODE Processing Pipeline	5eda8c78db75e4b508791a1eabaee5b1		https://www.encodeproject.org/files/ENCFF202BAI/@@download/ENCFF202BAI.bed.gz	hg19			released	low read depth, moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF489VAN	bed narrowPeak	peaks and background as input for IDR	ENCSR074SFL	ChIP-seq	UBERON:0004648	esophagus muscularis mucosa	tissue	Homo sapiens				CTCF-human	DNA					False	2017-03-20	ENCODE				1							ENCFF015PXS, ENCFF080IVM	6116817	ENCODE Processing Pipeline	0041a14aecf8d01d3a8b8cebe2d07181		https://www.encodeproject.org/files/ENCFF489VAN/@@download/ENCFF489VAN.bed.gz	GRCh38			released	low read depth, moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF373DVN	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR074SFL	ChIP-seq	UBERON:0004648	esophagus muscularis mucosa	tissue	Homo sapiens				CTCF-human	DNA					False	2017-03-20	ENCODE				1							ENCFF419RSJ, ENCFF489VAN	481041	ENCODE Processing Pipeline	ec7515df6646bb15fcf5c764e22038c6		https://www.encodeproject.org/files/ENCFF373DVN/@@download/ENCFF373DVN.bed.gz	GRCh38			released	low read depth, moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF437LBW	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR265PFQ	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens				CTCF-human	DNA					False	2016-11-29	ENCODE				1							ENCFF001TDO, ENCFF325IOO	732551	ENCODE Processing Pipeline	aaea339e646ae7fdf4591bd0072188fb		https://www.encodeproject.org/files/ENCFF437LBW/@@download/ENCFF437LBW.bed.gz	hg19			released	antibody characterized with exemption			
ENCFF325IOO	bed narrowPeak	peaks and background as input for IDR	ENCSR265PFQ	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens				CTCF-human	DNA					False	2016-11-29	ENCODE				1							ENCFF435OCU, ENCFF508CNG	6480989	ENCODE Processing Pipeline	d1c0ba9640cf006ade1f4b49893ae397		https://www.encodeproject.org/files/ENCFF325IOO/@@download/ENCFF325IOO.bed.gz	hg19			released	antibody characterized with exemption			
ENCFF994QQT	bed narrowPeak	peaks and background as input for IDR	ENCSR265PFQ	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens				CTCF-human	DNA					False	2016-11-29	ENCODE				1							ENCFF395VIK, ENCFF651ZZS	6565167	ENCODE Processing Pipeline	6c0302db97642c76eb0a5b12dc6d3494		https://www.encodeproject.org/files/ENCFF994QQT/@@download/ENCFF994QQT.bed.gz	GRCh38			released	antibody characterized with exemption			
ENCFF153EBU	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR265PFQ	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens				CTCF-human	DNA					False	2016-11-29	ENCODE				1							ENCFF419RSJ, ENCFF994QQT	764952	ENCODE Processing Pipeline	12a5fb124bd3a5656a1988de790e7ec8		https://www.encodeproject.org/files/ENCFF153EBU/@@download/ENCFF153EBU.bed.gz	GRCh38			released	antibody characterized with exemption			
ENCFF571KJQ	bed narrowPeak	peaks and background as input for IDR	ENCSR307PFP	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens				CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF473HRH, ENCFF847NEY	7148874	ENCODE Processing Pipeline	0b1bee6b8255bda8362d44ac6f64c8f3		https://www.encodeproject.org/files/ENCFF571KJQ/@@download/ENCFF571KJQ.bed.gz	hg19			released	antibody characterized with exemption			
ENCFF628TDS	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR307PFP	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens				CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF001TDO, ENCFF571KJQ	769290	ENCODE Processing Pipeline	cd58607413b78b9adb9cac4287c16c79		https://www.encodeproject.org/files/ENCFF628TDS/@@download/ENCFF628TDS.bed.gz	hg19			released	antibody characterized with exemption			
ENCFF875ZVM	bed narrowPeak	peaks and background as input for IDR	ENCSR307PFP	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens				CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF260NKL, ENCFF831EFP	7139192	ENCODE Processing Pipeline	df7c713a0569232587603dbc9a8d7a56		https://www.encodeproject.org/files/ENCFF875ZVM/@@download/ENCFF875ZVM.bed.gz	GRCh38			released	antibody characterized with exemption			
ENCFF872XQU	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR307PFP	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens				CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF419RSJ, ENCFF875ZVM	769847	ENCODE Processing Pipeline	96a6addb7f97f575dfb29ed32e9e168f		https://www.encodeproject.org/files/ENCFF872XQU/@@download/ENCFF872XQU.bed.gz	GRCh38			released	antibody characterized with exemption			
ENCFF746ZUT	bed narrowPeak	peaks and background as input for IDR	ENCSR544APK	ChIP-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens				CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF320PZV, ENCFF738KRH	6470437	ENCODE Processing Pipeline	d82e0e54ca11388d7a1a4ddae8143302		https://www.encodeproject.org/files/ENCFF746ZUT/@@download/ENCFF746ZUT.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking	experiment not submitted to GEO	severe bottlenecking	
ENCFF240UFV	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR544APK	ChIP-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens				CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF001TDO, ENCFF746ZUT	760219	ENCODE Processing Pipeline	52ae5edd1a62d3c0f86fc6249cb451d4		https://www.encodeproject.org/files/ENCFF240UFV/@@download/ENCFF240UFV.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking	experiment not submitted to GEO	severe bottlenecking	
ENCFF852FMV	bed narrowPeak	peaks and background as input for IDR	ENCSR544APK	ChIP-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens				CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF775TBT, ENCFF925AMH	6475643	ENCODE Processing Pipeline	30443fe41e62a55dea93ea1c3e153d6b		https://www.encodeproject.org/files/ENCFF852FMV/@@download/ENCFF852FMV.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking	experiment not submitted to GEO	severe bottlenecking	
ENCFF552XDP	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR544APK	ChIP-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens				CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF419RSJ, ENCFF852FMV	766732	ENCODE Processing Pipeline	c4141c736a282290131c8ddd00f10a67		https://www.encodeproject.org/files/ENCFF552XDP/@@download/ENCFF552XDP.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking	experiment not submitted to GEO	severe bottlenecking	
ENCFF704TBE	bed narrowPeak	peaks and background as input for IDR	ENCSR697YIN	ChIP-seq	UBERON:0008367	breast epithelium	tissue	Homo sapiens				CTCF-human	DNA					False	2017-02-08	ENCODE				2							ENCFF365JBZ, ENCFF390SST	6296385	ENCODE Processing Pipeline	83f933092541f32cefad10061ea61bad		https://www.encodeproject.org/files/ENCFF704TBE/@@download/ENCFF704TBE.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF782GCQ	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR697YIN	ChIP-seq	UBERON:0008367	breast epithelium	tissue	Homo sapiens				CTCF-human	DNA					False	2017-02-08	ENCODE				2							ENCFF001TDO, ENCFF704TBE	525859	ENCODE Processing Pipeline	15b704945383ee7abba81084b173550d		https://www.encodeproject.org/files/ENCFF782GCQ/@@download/ENCFF782GCQ.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF338TGS	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR697YIN	ChIP-seq	UBERON:0008367	breast epithelium	tissue	Homo sapiens				CTCF-human	DNA					False	2017-02-08	ENCODE				2							ENCFF419RSJ, ENCFF804QQN	551414	ENCODE Processing Pipeline	24ed4ced5266db6d5cb741d73385c28d		https://www.encodeproject.org/files/ENCFF338TGS/@@download/ENCFF338TGS.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF804QQN	bed narrowPeak	peaks and background as input for IDR	ENCSR697YIN	ChIP-seq	UBERON:0008367	breast epithelium	tissue	Homo sapiens				CTCF-human	DNA					False	2017-02-08	ENCODE				2							ENCFF189PXK, ENCFF529KBB	6348187	ENCODE Processing Pipeline	79eae8b0c6c43ab83356d2f99ecedfa0		https://www.encodeproject.org/files/ENCFF804QQN/@@download/ENCFF804QQN.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF435EDS	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR353DFU	ChIP-seq	UBERON:0004648	esophagus muscularis mucosa	tissue	Homo sapiens				CTCF-human	DNA					False	2017-04-04	ENCODE				1							ENCFF001TDO, ENCFF294TXO	574385	ENCODE Processing Pipeline	efb628c836df34c3be5196192b76c4f2		https://www.encodeproject.org/files/ENCFF435EDS/@@download/ENCFF435EDS.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF294TXO	bed narrowPeak	peaks and background as input for IDR	ENCSR353DFU	ChIP-seq	UBERON:0004648	esophagus muscularis mucosa	tissue	Homo sapiens				CTCF-human	DNA					False	2017-04-04	ENCODE				1							ENCFF386INF, ENCFF629CBG	6152257	ENCODE Processing Pipeline	3c3f3728aaf8c7ab0d4e3aa350b057dd		https://www.encodeproject.org/files/ENCFF294TXO/@@download/ENCFF294TXO.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF577LSV	bed narrowPeak	peaks and background as input for IDR	ENCSR353DFU	ChIP-seq	UBERON:0004648	esophagus muscularis mucosa	tissue	Homo sapiens				CTCF-human	DNA					False	2017-04-04	ENCODE				1							ENCFF288VXA, ENCFF827XZB	6212368	ENCODE Processing Pipeline	8ac5e3a7df050fae8623476dd340c60a		https://www.encodeproject.org/files/ENCFF577LSV/@@download/ENCFF577LSV.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF897UFD	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR353DFU	ChIP-seq	UBERON:0004648	esophagus muscularis mucosa	tissue	Homo sapiens				CTCF-human	DNA					False	2017-04-04	ENCODE				1							ENCFF419RSJ, ENCFF577LSV	595143	ENCODE Processing Pipeline	6af4db010840ed4cec4fd6a40ba85a62		https://www.encodeproject.org/files/ENCFF897UFD/@@download/ENCFF897UFD.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF559EHQ	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR066GBX	ChIP-seq	UBERON:0006631	right atrium auricular region	tissue	Homo sapiens				CTCF-human	DNA					False	2017-02-10	ENCODE				1							ENCFF001TDO, ENCFF310RRY	359597	ENCODE Processing Pipeline	b9f1c81147523f7d41a538a2f658fac4		https://www.encodeproject.org/files/ENCFF559EHQ/@@download/ENCFF559EHQ.bed.gz	hg19			released	low read depth, moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking	experiment not submitted to GEO	severe bottlenecking	
ENCFF310RRY	bed narrowPeak	peaks and background as input for IDR	ENCSR066GBX	ChIP-seq	UBERON:0006631	right atrium auricular region	tissue	Homo sapiens				CTCF-human	DNA					False	2017-02-10	ENCODE				1							ENCFF387LUX, ENCFF564OLU	5170094	ENCODE Processing Pipeline	e6790f92146fb73a9d1d3bd67e4e0ca7		https://www.encodeproject.org/files/ENCFF310RRY/@@download/ENCFF310RRY.bed.gz	hg19			released	low read depth, moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking	experiment not submitted to GEO	severe bottlenecking	
ENCFF709SVG	bed narrowPeak	peaks and background as input for IDR	ENCSR066GBX	ChIP-seq	UBERON:0006631	right atrium auricular region	tissue	Homo sapiens				CTCF-human	DNA					False	2017-02-10	ENCODE				1							ENCFF664CZI, ENCFF804GMA	5234358	ENCODE Processing Pipeline	f9963d4dcabf8dd1a80f09a22e94ed75		https://www.encodeproject.org/files/ENCFF709SVG/@@download/ENCFF709SVG.bed.gz	GRCh38			released	low read depth, moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking	experiment not submitted to GEO	severe bottlenecking	
ENCFF024YSG	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR066GBX	ChIP-seq	UBERON:0006631	right atrium auricular region	tissue	Homo sapiens				CTCF-human	DNA					False	2017-02-10	ENCODE				1							ENCFF419RSJ, ENCFF709SVG	381411	ENCODE Processing Pipeline	afc92396084602f38b1d93d79df658c1		https://www.encodeproject.org/files/ENCFF024YSG/@@download/ENCFF024YSG.bed.gz	GRCh38			released	low read depth, moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking	experiment not submitted to GEO	severe bottlenecking	
ENCFF245JXB	bed narrowPeak	peaks and background as input for IDR	ENCSR450BLH	ChIP-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens				CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF259DRG, ENCFF837NJP	7170562	ENCODE Processing Pipeline	a44cb707f8b90ef0f032ad67b19427dd		https://www.encodeproject.org/files/ENCFF245JXB/@@download/ENCFF245JXB.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF215GGE	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR450BLH	ChIP-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens				CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF001TDO, ENCFF245JXB	807987	ENCODE Processing Pipeline	06122543cfa22e6b6427b66949f470f2		https://www.encodeproject.org/files/ENCFF215GGE/@@download/ENCFF215GGE.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
